ID,Age,Job,Marital,Education,Loan Default,Balance,Housing Loan,Personal Loan
C1480,30,services,married,secondary,no,80,yes,no
C1481,43,technician,married,secondary,no,1824,yes,no
C1482,30,blue-collar,married,secondary,no,2850,no,no
C1483,37,blue-collar,divorced,secondary,no,48,yes,no
C1484,34,management,married,tertiary,no,76,no,no
C1485,32,unemployed,single,tertiary,no,336,yes,no
C1486,42,technician,married,secondary,no,0,no,yes
C1487,35,technician,single,secondary,no,433,yes,no
C1488,34,blue-collar,married,secondary,no,103,yes,yes
C1489,50,blue-collar,married,primary,no,1164,yes,no
C149,43,services,married,primary,no,3,yes,no
C1490,34,blue-collar,married,secondary,no,129,yes,no
C1491,38,services,divorced,secondary,no,5873,no,no
C1492,28,blue-collar,married,secondary,no,0,yes,no
C1493,55,blue-collar,married,primary,no,82,yes,no
C1494,38,blue-collar,married,primary,no,362,yes,no
C1495,31,blue-collar,married,secondary,no,186,yes,no
C1496,57,admin.,married,secondary,no,1216,yes,no
C1497,50,management,divorced,tertiary,no,704,yes,no
C1498,47,blue-collar,married,primary,no,205,yes,no
C1499,39,blue-collar,married,primary,no,830,yes,no
C15,57,services,married,secondary,no,162,yes,no
C150,54,blue-collar,married,primary,no,348,yes,no
C1500,34,services,married,secondary,no,-315,yes,no
C1501,41,technician,married,secondary,no,64,yes,yes
C1502,59,entrepreneur,married,tertiary,no,-820,no,no
C1503,35,self-employed,single,tertiary,no,538,yes,yes
C1504,31,technician,single,tertiary,no,948,yes,no
C1505,55,management,married,tertiary,no,1288,yes,no
C1506,36,blue-collar,married,unknown,no,70,yes,no
C1507,41,management,married,tertiary,no,393,yes,no
C1508,44,technician,single,secondary,no,365,yes,no
C1509,40,blue-collar,single,secondary,no,879,yes,yes
C151,51,blue-collar,married,unknown,no,-19,yes,no
C1510,32,blue-collar,married,secondary,no,491,yes,no
C1511,38,management,single,tertiary,no,0,yes,no
C1512,27,student,single,secondary,no,0,no,no
C1513,33,unemployed,married,secondary,no,229,yes,no
C1514,37,services,married,secondary,no,22,yes,yes
C1515,40,management,married,tertiary,no,570,yes,no
C1516,33,blue-collar,single,secondary,no,56,yes,no
C1517,40,admin.,single,secondary,no,118,yes,no
C1518,27,blue-collar,married,secondary,no,106,yes,no
C1519,42,management,single,tertiary,no,1768,yes,no
C152,26,student,single,secondary,no,0,yes,no
C1520,41,blue-collar,married,secondary,no,213,yes,no
C1521,37,unemployed,single,secondary,no,381,yes,no
C1522,38,unemployed,married,primary,no,1147,yes,yes
C1523,44,blue-collar,married,secondary,no,373,yes,no
C1524,31,blue-collar,married,primary,no,50,yes,no
C1525,34,blue-collar,married,secondary,no,67,yes,yes
C1526,46,blue-collar,married,primary,no,0,yes,yes
C1527,33,admin.,married,secondary,no,61,yes,yes
C1528,36,blue-collar,married,secondary,no,504,yes,no
C1529,32,unemployed,single,secondary,no,177,yes,no
C153,40,management,married,tertiary,no,-4,yes,no
C1530,27,technician,single,secondary,no,584,yes,no
C1531,31,services,married,primary,no,-732,yes,no
C1532,41,management,single,tertiary,no,572,yes,no
C1533,35,blue-collar,married,primary,no,105,yes,no
C1534,50,technician,single,tertiary,no,0,yes,no
C1535,33,technician,married,secondary,no,832,yes,yes
C1536,48,blue-collar,married,primary,no,2642,yes,no
C1537,36,technician,married,secondary,no,195,yes,no
C1538,29,housemaid,single,secondary,no,718,yes,no
C1539,34,management,married,tertiary,no,336,yes,yes
C154,39,management,married,secondary,no,18,yes,no
C1540,39,blue-collar,married,primary,no,332,yes,no
C1541,32,management,divorced,tertiary,no,1,yes,no
C1542,59,retired,divorced,primary,no,-138,yes,yes
C1543,50,blue-collar,married,primary,no,749,no,no
C1544,37,admin.,married,secondary,no,14,yes,no
C1545,33,unemployed,single,secondary,no,177,no,no
C1546,52,blue-collar,married,secondary,no,557,no,no
C1547,43,blue-collar,married,primary,no,126,yes,no
C1548,53,blue-collar,married,secondary,no,359,no,yes
C1549,37,blue-collar,married,primary,no,496,yes,no
C155,50,technician,married,primary,no,139,no,no
C1550,50,services,single,secondary,no,72,no,no
C1551,53,blue-collar,married,secondary,no,175,yes,no
C1552,47,blue-collar,married,primary,no,430,no,no
C1553,48,technician,divorced,tertiary,no,574,yes,no
C1554,35,technician,divorced,secondary,no,69,yes,no
C1555,42,self-employed,married,secondary,no,106,yes,no
C1556,43,management,divorced,tertiary,no,0,yes,no
C1557,40,services,single,secondary,no,23,yes,no
C1558,36,services,married,secondary,no,42,yes,no
C1559,39,management,married,tertiary,no,429,yes,no
C156,41,services,married,secondary,no,0,yes,no
C1560,32,blue-collar,divorced,primary,no,88,yes,no
C1561,44,management,divorced,tertiary,no,3932,yes,no
C1562,43,technician,divorced,secondary,no,177,yes,no
C1563,53,self-employed,married,secondary,no,468,yes,no
C1564,41,services,married,secondary,no,639,yes,no
C1565,53,management,married,tertiary,no,2124,yes,no
C1566,31,unemployed,married,primary,no,309,yes,no
C1567,51,blue-collar,married,primary,no,202,yes,no
C1568,32,blue-collar,married,secondary,no,20,yes,yes
C1569,52,blue-collar,married,secondary,no,-17,yes,no
C157,51,blue-collar,married,unknown,no,1883,yes,no
C1570,41,management,married,primary,no,-417,yes,no
C1571,30,management,single,tertiary,no,528,yes,no
C1572,32,management,single,tertiary,no,394,yes,no
C1573,31,blue-collar,married,primary,no,856,yes,no
C1574,38,blue-collar,married,secondary,no,468,yes,no
C1575,44,blue-collar,married,secondary,no,138,yes,no
C1576,36,blue-collar,married,secondary,no,406,yes,no
C1577,34,admin.,married,tertiary,no,221,yes,no
C1578,40,admin.,married,secondary,no,523,yes,yes
C1579,41,blue-collar,married,primary,no,-52,yes,no
C158,60,retired,divorced,secondary,no,216,yes,no
C1580,56,technician,divorced,secondary,no,397,yes,no
C1581,39,blue-collar,married,primary,no,-432,yes,no
C1582,34,blue-collar,married,primary,no,298,yes,no
C1583,41,blue-collar,single,secondary,no,1080,yes,yes
C1584,39,management,single,tertiary,no,-85,yes,no
C1585,33,admin.,married,secondary,no,4012,no,yes
C1586,52,management,divorced,secondary,no,123,no,no
C1587,26,management,single,tertiary,no,498,yes,no
C1588,54,unemployed,married,secondary,no,23,yes,no
C1589,30,technician,married,unknown,yes,-315,yes,no
C159,52,blue-collar,married,secondary,no,782,yes,no
C1590,35,management,married,tertiary,yes,89,no,yes
C1591,47,technician,divorced,secondary,no,699,yes,no
C1592,53,blue-collar,divorced,secondary,no,145,yes,no
C1593,29,blue-collar,single,secondary,no,-138,yes,yes
C1594,36,technician,married,tertiary,no,491,yes,no
C1595,35,management,married,tertiary,no,820,yes,no
C1596,43,blue-collar,married,secondary,no,1376,yes,no
C1597,38,blue-collar,married,primary,no,0,yes,no
C1598,39,blue-collar,married,secondary,no,507,yes,no
C1599,58,management,married,secondary,no,771,no,no
C16,51,retired,married,primary,no,229,yes,no
C160,48,blue-collar,married,secondary,no,904,yes,no
C1600,33,services,married,secondary,no,310,yes,no
C1601,60,blue-collar,married,primary,no,136,yes,no
C1602,45,admin.,married,secondary,no,310,yes,no
C1603,39,blue-collar,married,primary,no,813,yes,no
C1604,35,management,married,tertiary,no,14,yes,yes
C1605,41,blue-collar,married,primary,no,-97,yes,no
C1606,40,services,married,primary,no,332,yes,no
C1607,33,services,married,secondary,no,5034,yes,no
C1608,32,admin.,divorced,secondary,no,281,yes,no
C1609,44,management,married,secondary,no,576,yes,no
C161,48,services,married,unknown,no,1705,yes,no
C1610,34,management,single,tertiary,no,1891,yes,no
C1611,29,services,single,secondary,no,473,yes,yes
C1612,49,blue-collar,married,primary,no,216,yes,no
C1613,31,blue-collar,married,secondary,no,-13,yes,no
C1614,47,admin.,divorced,secondary,no,162,yes,no
C1615,34,blue-collar,married,primary,no,365,yes,no
C1616,32,management,single,tertiary,no,264,yes,no
C1617,32,admin.,single,tertiary,no,490,yes,no
C1618,56,technician,single,primary,no,230,yes,no
C1619,28,technician,single,secondary,no,-9,yes,yes
C162,39,technician,single,tertiary,no,47,yes,no
C1620,35,technician,single,secondary,no,317,yes,no
C1621,52,self-employed,single,tertiary,no,458,yes,yes
C1622,35,technician,married,secondary,no,19,yes,no
C1623,32,blue-collar,married,secondary,no,536,yes,no
C1624,42,management,divorced,secondary,no,117,yes,no
C1625,51,blue-collar,single,primary,no,368,yes,no
C1626,47,blue-collar,married,secondary,no,-98,yes,no
C1627,34,services,married,secondary,no,627,yes,no
C1628,45,admin.,married,secondary,no,180,yes,no
C1629,31,technician,divorced,secondary,no,26,yes,no
C163,47,services,single,secondary,no,176,yes,no
C1630,40,blue-collar,married,primary,no,2171,yes,no
C1631,53,entrepreneur,married,secondary,no,-118,yes,no
C1632,44,technician,single,secondary,no,1059,yes,no
C1633,49,blue-collar,married,primary,no,186,yes,no
C1634,47,services,married,secondary,no,1306,yes,no
C1635,31,blue-collar,married,primary,no,3007,yes,no
C1636,45,admin.,single,secondary,no,-88,yes,no
C1637,30,blue-collar,married,primary,no,265,yes,yes
C1638,40,blue-collar,divorced,primary,no,21,yes,no
C1639,27,admin.,single,unknown,no,230,yes,no
C164,40,blue-collar,married,secondary,no,1225,yes,no
C1640,28,admin.,married,secondary,no,252,yes,no
C1641,28,admin.,single,tertiary,no,422,yes,no
C1642,44,blue-collar,married,secondary,no,85,yes,no
C1643,35,management,married,tertiary,no,4286,yes,no
C1644,29,blue-collar,married,secondary,no,0,no,no
C1645,33,blue-collar,divorced,primary,no,60,no,no
C1646,32,blue-collar,married,secondary,no,687,yes,no
C1647,35,blue-collar,single,secondary,no,40,yes,no
C1648,31,technician,single,tertiary,no,22,yes,no
C1649,36,technician,single,secondary,no,-333,yes,yes
C165,45,technician,married,secondary,no,86,yes,no
C1650,41,technician,married,secondary,no,483,yes,no
C1651,35,blue-collar,married,secondary,no,503,yes,yes
C1652,40,blue-collar,married,secondary,no,1245,yes,no
C1653,42,blue-collar,married,secondary,no,117,yes,no
C1654,34,technician,single,tertiary,yes,33,yes,yes
C1655,41,technician,single,secondary,no,-320,yes,no
C1656,43,blue-collar,divorced,primary,no,49,yes,no
C1657,37,management,married,tertiary,no,0,yes,no
C1658,26,blue-collar,single,secondary,no,100,yes,no
C1659,32,housemaid,married,primary,no,344,yes,no
C166,26,admin.,single,secondary,no,82,yes,no
C1660,51,blue-collar,married,secondary,no,-286,yes,no
C1661,38,blue-collar,single,secondary,no,57,yes,no
C1662,51,unemployed,divorced,secondary,no,370,no,no
C1663,49,services,divorced,secondary,no,470,yes,no
C1664,31,housemaid,married,secondary,no,0,yes,no
C1665,33,blue-collar,married,primary,no,767,yes,no
C1666,30,admin.,single,unknown,yes,1,no,no
C1667,33,technician,married,secondary,no,0,no,no
C1668,41,unemployed,married,secondary,no,121,yes,no
C1669,37,blue-collar,married,secondary,no,190,yes,no
C167,52,management,married,tertiary,no,271,yes,no
C1670,33,blue-collar,married,primary,no,120,yes,no
C1671,32,services,married,secondary,no,2068,yes,yes
C1672,46,technician,married,secondary,no,332,yes,no
C1673,34,management,single,tertiary,no,-322,no,no
C1674,32,blue-collar,married,primary,no,274,yes,no
C1675,43,blue-collar,single,secondary,no,3,yes,no
C1676,28,blue-collar,married,secondary,no,6,yes,no
C1677,46,technician,divorced,tertiary,no,288,yes,no
C1678,52,services,divorced,primary,no,146,yes,no
C1679,34,blue-collar,married,secondary,no,286,yes,no
C168,54,technician,married,secondary,no,1378,yes,no
C1680,27,technician,divorced,secondary,no,114,yes,yes
C1681,32,technician,single,tertiary,no,190,yes,yes
C1682,37,blue-collar,single,secondary,no,111,yes,no
C1683,29,management,married,tertiary,no,246,yes,no
C1684,40,housemaid,divorced,secondary,no,108,no,no
C1685,47,technician,married,primary,no,187,yes,no
C1686,34,blue-collar,married,secondary,no,457,yes,no
C1687,25,admin.,single,secondary,no,131,yes,yes
C1688,30,management,married,tertiary,no,1825,yes,no
C1689,31,admin.,married,secondary,no,307,yes,no
C169,54,admin.,married,tertiary,no,184,no,no
C1690,35,blue-collar,married,secondary,yes,-198,yes,no
C1691,32,blue-collar,divorced,secondary,no,739,yes,no
C1692,28,blue-collar,single,secondary,no,759,yes,no
C1693,27,services,single,secondary,no,777,yes,no
C1694,37,blue-collar,married,primary,no,378,yes,no
C1695,35,blue-collar,single,primary,no,337,yes,no
C1696,34,blue-collar,married,primary,no,-78,yes,no
C1697,31,admin.,married,secondary,no,355,yes,no
C1698,36,management,divorced,tertiary,no,133,yes,no
C1699,38,technician,married,secondary,no,32,yes,no
C17,45,admin.,single,unknown,no,13,yes,no
C170,50,blue-collar,married,primary,no,0,no,no
C1700,25,services,married,secondary,no,55,yes,yes
C1701,51,management,single,tertiary,no,417,yes,no
C1702,26,blue-collar,single,secondary,no,153,yes,no
C1703,40,retired,married,tertiary,no,794,no,no
C1704,26,services,single,secondary,no,187,yes,no
C1705,36,services,married,secondary,no,335,yes,no
C1706,59,blue-collar,married,secondary,no,1407,yes,no
C1707,26,blue-collar,single,secondary,no,-116,yes,yes
C1708,49,self-employed,married,tertiary,no,1842,yes,no
C1709,33,blue-collar,married,primary,no,329,yes,no
C171,35,blue-collar,married,secondary,no,0,yes,no
C1710,31,blue-collar,married,secondary,no,428,yes,no
C1711,59,management,single,secondary,no,181,yes,no
C1712,38,entrepreneur,married,secondary,no,2139,yes,no
C1713,37,services,single,secondary,no,253,yes,yes
C1714,31,unemployed,single,tertiary,no,133,yes,no
C1715,54,retired,married,secondary,no,785,yes,no
C1716,41,blue-collar,married,primary,no,-45,yes,yes
C1717,44,management,married,tertiary,no,223,yes,no
C1718,28,admin.,single,secondary,no,2831,yes,no
C1719,22,student,single,secondary,no,2412,yes,no
C172,44,services,married,secondary,no,1357,yes,yes
C1720,31,blue-collar,married,primary,no,11,yes,no
C1721,36,services,married,secondary,no,211,yes,no
C1722,37,admin.,divorced,secondary,no,34,yes,no
C1723,54,admin.,married,secondary,no,222,yes,no
C1724,28,management,single,tertiary,no,3285,yes,no
C1725,42,blue-collar,married,primary,no,-67,yes,no
C1726,35,technician,single,tertiary,no,670,yes,no
C1727,29,admin.,married,secondary,no,0,yes,no
C1728,59,blue-collar,single,primary,no,96,yes,no
C1729,46,blue-collar,married,secondary,no,-3,yes,no
C173,53,entrepreneur,married,unknown,no,19,yes,no
C1730,32,self-employed,single,secondary,no,123,yes,no
C1731,43,management,divorced,tertiary,no,443,yes,no
C1732,41,blue-collar,married,primary,no,406,yes,no
C1733,31,admin.,married,secondary,no,535,no,no
C1734,26,services,single,secondary,no,302,yes,no
C1735,29,blue-collar,married,primary,yes,-43,yes,no
C1736,31,services,married,secondary,no,-346,no,no
C1737,37,blue-collar,divorced,secondary,no,-271,yes,no
C1738,35,technician,married,secondary,no,55,yes,no
C1739,31,technician,single,tertiary,no,375,yes,no
C174,35,retired,single,primary,no,434,no,no
C1740,30,blue-collar,married,secondary,no,-2,yes,no
C1741,29,blue-collar,single,primary,no,-680,yes,no
C1742,29,admin.,divorced,secondary,no,0,no,no
C1743,39,blue-collar,single,secondary,no,217,yes,no
C1744,31,blue-collar,single,secondary,no,160,yes,no
C1745,27,management,single,tertiary,no,118,yes,no
C1746,22,admin.,single,secondary,no,-1,yes,no
C1747,31,management,single,secondary,no,453,yes,no
C1748,39,blue-collar,single,secondary,no,169,yes,no
C1749,25,admin.,single,secondary,no,787,yes,no
C175,60,admin.,divorced,secondary,no,92,yes,no
C1750,27,self-employed,single,secondary,no,78,yes,no
C1751,28,technician,single,tertiary,no,2269,yes,no
C1752,31,unemployed,married,primary,no,213,yes,no
C1753,46,technician,divorced,secondary,no,164,yes,no
C1754,37,blue-collar,married,secondary,no,934,no,no
C1755,27,services,single,secondary,no,4,yes,yes
C1756,34,unemployed,divorced,secondary,no,354,yes,no
C1757,30,technician,single,secondary,no,23,yes,no
C1758,23,student,single,secondary,no,318,yes,no
C1759,33,technician,divorced,secondary,yes,-305,no,yes
C176,53,admin.,divorced,secondary,no,1151,yes,no
C1760,43,admin.,married,secondary,no,616,yes,no
C1761,50,blue-collar,married,primary,no,2590,yes,no
C1762,31,technician,married,secondary,no,1868,yes,no
C1763,32,blue-collar,single,secondary,no,-578,no,no
C1764,32,admin.,single,secondary,no,-227,yes,yes
C1765,37,technician,divorced,secondary,no,1981,yes,no
C1766,60,management,divorced,unknown,no,404,yes,no
C1767,47,blue-collar,divorced,secondary,no,65,yes,no
C1768,32,blue-collar,married,secondary,yes,-1,yes,no
C1769,34,services,married,secondary,no,-68,yes,no
C177,48,unemployed,married,secondary,no,41,yes,no
C1770,36,blue-collar,divorced,unknown,no,0,yes,no
C1771,28,services,single,secondary,no,229,yes,no
C1772,31,services,divorced,secondary,no,1656,yes,no
C1773,43,housemaid,married,primary,no,1342,yes,yes
C1774,32,unemployed,single,secondary,no,331,yes,no
C1775,31,services,married,secondary,no,238,yes,yes
C1776,56,admin.,married,primary,no,202,yes,no
C1777,34,management,single,tertiary,no,318,yes,no
C1778,46,technician,single,secondary,yes,-1124,yes,yes
C1779,27,admin.,single,secondary,no,662,yes,no
C178,34,technician,married,secondary,no,51,yes,no
C1780,33,blue-collar,married,secondary,no,1790,yes,yes
C1781,35,blue-collar,married,primary,no,198,yes,no
C1782,29,management,single,tertiary,no,726,yes,no
C1783,39,management,married,tertiary,no,183,yes,no
C1784,48,blue-collar,married,secondary,no,149,yes,no
C1785,58,blue-collar,married,primary,no,-91,yes,no
C1786,36,blue-collar,married,secondary,no,-9,yes,no
C1787,33,blue-collar,married,primary,no,134,yes,no
C1788,32,management,married,tertiary,no,0,no,no
C1789,32,entrepreneur,single,tertiary,no,6259,yes,no
C179,54,services,married,secondary,no,214,yes,no
C1790,31,admin.,married,secondary,no,27,no,yes
