ID,Contact,Day,Month,Duration,Campaign,Last Select,Current Select,Sample No
C1528,unknown,8,may,481,2,no,No,4
C1529,unknown,8,may,21,3,no,Yes,5
C153,unknown,5,may,2033,1,no,No,5
C1530,unknown,8,may,192,2,no,Yes,4
C1531,unknown,8,may,6,2,no,Yes,2
C1532,unknown,8,may,8,2,no,No,4
C1533,unknown,8,may,369,2,no,Yes,2
C1534,unknown,8,may,393,2,no,Yes,2
C1535,unknown,8,may,246,3,no,No,4
C1536,unknown,8,may,330,3,no,No,5
C1537,unknown,8,may,380,2,no,Yes,5
C1538,unknown,8,may,91,3,no,No,5
C1539,unknown,8,may,84,2,no,Yes,3
C154,unknown,5,may,85,1,no,Yes,4
C1540,unknown,8,may,277,3,no,Yes,2
C1541,unknown,8,may,399,4,no,Yes,5
C1542,unknown,8,may,89,4,no,Yes,4
C1543,unknown,8,may,297,2,no,No,2
C1544,unknown,8,may,176,2,no,Yes,1
C1545,unknown,8,may,75,4,no,No,1
C1546,unknown,8,may,111,3,no,Yes,2
C1547,unknown,8,may,170,2,no,No,3
C1548,unknown,8,may,238,8,no,Yes,1
C1549,unknown,8,may,137,2,no,Yes,4
C155,unknown,5,may,114,2,no,Yes,5
C1550,unknown,8,may,141,2,no,No,5
C1551,unknown,8,may,49,4,no,Yes,4
C1552,unknown,8,may,89,8,no,No,2
C1553,unknown,8,may,341,2,no,Yes,1
C1554,unknown,8,may,461,3,no,No,5
C1555,unknown,8,may,515,3,no,Yes,2
C1556,unknown,8,may,123,2,no,Yes,2
C1557,unknown,8,may,179,5,no,No,5
C1558,unknown,8,may,102,4,no,Yes,3
C1559,unknown,8,may,272,4,no,No,5
C156,unknown,5,may,114,2,no,Yes,4
C1560,unknown,8,may,17,3,no,Yes,5
C1561,unknown,8,may,40,2,no,No,5
C1562,unknown,8,may,209,3,no,Yes,5
C1563,unknown,8,may,89,5,no,Yes,2
C1564,unknown,8,may,1187,2,no,Yes,4
C1565,unknown,8,may,123,2,no,Yes,3
C1566,unknown,8,may,104,3,no,No,4
C1567,unknown,8,may,200,2,no,Yes,2
C1568,unknown,8,may,117,3,no,Yes,5
C1569,unknown,8,may,37,3,no,Yes,3
C157,unknown,5,may,57,1,no,Yes,4
C1570,unknown,8,may,51,3,no,Yes,1
C1571,unknown,8,may,145,4,no,Yes,5
C1572,unknown,8,may,466,2,no,No,5
C1573,unknown,8,may,303,3,no,No,2
C1574,unknown,8,may,101,2,no,Yes,5
C1575,unknown,8,may,283,3,no,Yes,1
C1576,unknown,8,may,826,3,no,Yes,3
C1577,unknown,8,may,185,4,no,Yes,5
C1578,unknown,8,may,598,3,no,Yes,1
C1579,unknown,8,may,120,5,no,Yes,1
C158,unknown,5,may,238,1,no,Yes,4
C1580,unknown,8,may,185,7,no,Yes,3
C1581,unknown,8,may,159,3,no,Yes,2
C1582,unknown,8,may,220,2,no,No,1
C1583,unknown,8,may,192,4,no,No,2
C1584,unknown,8,may,423,2,no,Yes,4
C1585,unknown,8,may,337,4,no,Yes,5
C1586,unknown,8,may,306,2,no,Yes,2
C1587,unknown,8,may,99,3,no,No,1
C1588,unknown,8,may,27,3,no,Yes,3
C1589,unknown,8,may,201,2,no,No,3
C159,unknown,5,may,93,3,no,Yes,1
C1590,unknown,8,may,166,3,no,Yes,3
C1591,unknown,8,may,182,1,no,Yes,2
C1592,unknown,8,may,193,1,no,No,4
C1593,unknown,8,may,271,5,no,No,2
C1594,unknown,8,may,103,3,no,No,4
C1595,unknown,8,may,287,4,no,No,2
C1596,unknown,8,may,235,4,no,No,3
C1597,unknown,8,may,732,2,no,Yes,1
C1598,unknown,8,may,136,2,no,No,5
C1599,unknown,8,may,126,3,no,Yes,5
C16,unknown,5,may,353,1,no,No,2
C160,unknown,5,may,128,2,no,No,3
C1600,unknown,8,may,172,4,no,Yes,3
C1601,unknown,8,may,43,2,no,Yes,4
C1602,unknown,8,may,191,2,no,No,3
C1603,unknown,8,may,117,2,no,Yes,2
C1604,unknown,8,may,64,1,no,Yes,1
C1605,unknown,8,may,260,5,no,No,4
C1606,unknown,8,may,149,1,no,Yes,1
C1607,unknown,8,may,207,3,no,Yes,3
C1608,unknown,8,may,231,4,no,Yes,2
C1609,unknown,8,may,128,3,no,Yes,2
C161,unknown,5,may,107,1,no,Yes,2
C1610,unknown,9,may,162,5,no,No,3
C1611,unknown,9,may,180,2,no,No,4
C1612,unknown,9,may,144,2,no,Yes,1
C1613,unknown,9,may,260,3,no,No,1
C1614,unknown,9,may,203,4,no,Yes,3
C1615,unknown,9,may,85,2,no,Yes,3
C1616,unknown,9,may,211,2,no,Yes,2
C1617,unknown,9,may,94,2,no,No,2
C1618,unknown,9,may,122,4,no,Yes,1
C1619,unknown,9,may,175,5,no,Yes,1
C162,unknown,5,may,181,1,no,Yes,2
C1620,unknown,9,may,292,2,no,Yes,5
C1621,unknown,9,may,132,5,no,Yes,3
C1622,unknown,9,may,130,2,no,No,1
C1623,unknown,9,may,208,2,no,Yes,5
C1624,unknown,9,may,105,1,no,No,3
C1625,unknown,9,may,205,1,no,Yes,5
C1626,unknown,9,may,112,1,no,Yes,4
C1627,unknown,9,may,117,9,no,Yes,2
C1628,unknown,9,may,218,1,no,Yes,4
C1629,unknown,9,may,62,1,no,Yes,5
C163,unknown,5,may,303,2,no,Yes,1
C1630,unknown,9,may,97,1,no,No,4
C1631,unknown,9,may,101,3,no,Yes,5
C1632,unknown,9,may,286,1,no,No,2
C1633,unknown,9,may,241,1,no,Yes,5
C1634,unknown,9,may,252,4,no,Yes,4
C1635,unknown,9,may,283,1,no,No,4
C1636,unknown,9,may,131,1,no,Yes,5
C1637,unknown,9,may,380,1,no,Yes,1
C1638,unknown,9,may,584,1,no,No,2
C1639,unknown,9,may,371,1,no,Yes,2
C164,unknown,5,may,558,5,no,Yes,5
C1640,unknown,9,may,448,1,no,Yes,5
C1641,unknown,9,may,274,1,no,Yes,1
C1642,unknown,9,may,116,2,no,Yes,1
C1643,unknown,9,may,357,1,no,Yes,3
C1644,unknown,9,may,215,1,no,No,3
C1645,unknown,9,may,131,1,no,Yes,1
C1646,unknown,9,may,61,1,no,No,4
C1647,unknown,9,may,617,4,yes,No,5
C1648,unknown,9,may,483,3,yes,Yes,2
C1649,unknown,9,may,847,1,no,No,1
C165,unknown,5,may,270,1,no,No,3
C1650,unknown,9,may,319,1,no,No,3
C1651,unknown,9,may,57,2,no,Yes,1
C1652,unknown,9,may,306,1,no,No,5
C1653,unknown,9,may,147,1,no,Yes,2
C1654,unknown,9,may,244,1,no,No,5
C1655,unknown,9,may,128,1,no,Yes,4
C1656,unknown,9,may,100,1,no,Yes,3
C1657,unknown,9,may,59,1,no,Yes,5
C1658,unknown,9,may,24,1,no,Yes,5
C1659,unknown,9,may,85,2,no,Yes,5
C166,unknown,5,may,228,1,no,Yes,2
C1660,unknown,9,may,70,1,no,Yes,2
C1661,unknown,9,may,21,1,no,No,1
C1662,unknown,9,may,167,1,no,No,1
C1663,unknown,9,may,659,2,no,Yes,5
C1664,unknown,9,may,327,2,no,No,4
C1665,unknown,9,may,296,3,no,Yes,5
C1666,unknown,9,may,307,1,no,Yes,4
C1667,unknown,9,may,120,1,no,Yes,2
C1668,unknown,9,may,390,2,no,No,3
C1669,unknown,9,may,83,2,no,Yes,3
C167,unknown,5,may,99,1,no,Yes,4
C1670,unknown,9,may,250,1,no,Yes,5
C1671,unknown,9,may,143,1,no,Yes,2
C1672,unknown,9,may,772,1,yes,No,3
C1673,unknown,9,may,198,1,no,Yes,2
C1674,unknown,9,may,21,3,no,No,1
C1675,unknown,9,may,929,3,yes,Yes,3
C1676,unknown,9,may,254,1,no,Yes,1
C1677,unknown,9,may,166,1,no,Yes,3
C1678,unknown,9,may,93,1,no,Yes,4
C1679,unknown,9,may,134,2,no,No,2
C168,unknown,5,may,240,1,no,Yes,3
C1680,unknown,9,may,375,2,no,Yes,1
C1681,unknown,9,may,352,1,no,Yes,4
C1682,unknown,9,may,217,2,no,Yes,2
C1683,unknown,9,may,45,1,no,Yes,1
C1684,unknown,9,may,93,1,no,Yes,3
C1685,unknown,9,may,165,1,no,Yes,4
C1686,unknown,9,may,266,1,no,Yes,2
C1687,unknown,9,may,237,1,no,Yes,4
C1688,unknown,9,may,164,1,no,Yes,2
C1689,unknown,9,may,538,1,yes,Yes,3
C169,unknown,5,may,673,2,yes,Yes,4
C1690,unknown,9,may,72,2,no,No,4
C1691,unknown,9,may,171,1,no,Yes,3
C1692,unknown,9,may,710,1,yes,Yes,4
C1693,unknown,9,may,131,3,no,Yes,4
C1694,unknown,9,may,514,1,no,Yes,5
C1695,unknown,9,may,127,1,no,Yes,5
C1696,unknown,9,may,198,1,no,Yes,5
C1697,unknown,9,may,239,1,no,Yes,2
C1698,unknown,9,may,117,1,no,Yes,2
C1699,unknown,9,may,705,1,no,No,5
C17,unknown,5,may,98,1,no,Yes,3
C170,unknown,5,may,233,3,no,No,5
C1700,unknown,9,may,155,1,no,Yes,4
C1701,unknown,9,may,18,1,no,Yes,5
C1702,unknown,9,may,386,1,no,No,3
C1703,unknown,9,may,138,1,no,Yes,5
C1704,unknown,9,may,341,1,no,No,5
C1705,unknown,9,may,339,2,no,Yes,4
C1706,unknown,9,may,232,1,no,Yes,5
C1707,unknown,9,may,208,1,no,Yes,1
C1708,unknown,9,may,124,2,no,Yes,4
C1709,unknown,9,may,44,1,no,Yes,1
C171,unknown,5,may,1056,1,no,No,1
C1710,unknown,9,may,75,1,no,Yes,4
C1711,unknown,9,may,485,1,no,No,2
C1712,unknown,9,may,576,1,no,Yes,4
C1713,unknown,9,may,280,1,no,Yes,1
C1714,unknown,9,may,480,2,no,No,5
C1715,unknown,9,may,86,2,no,Yes,3
C1716,unknown,9,may,121,4,no,Yes,3
C1717,unknown,9,may,93,2,no,Yes,4
C1718,unknown,9,may,211,3,no,No,5
C1719,unknown,9,may,238,2,no,Yes,2
C172,unknown,5,may,250,1,no,No,4
C1720,unknown,9,may,399,3,no,Yes,4
C1721,unknown,9,may,93,2,no,Yes,5
C1722,unknown,9,may,144,3,no,Yes,3
C1723,unknown,9,may,45,2,no,Yes,3
C1724,unknown,9,may,98,1,no,No,5
C1725,unknown,9,may,128,1,no,Yes,4
C1726,unknown,9,may,106,1,no,No,1
C1727,unknown,9,may,121,1,no,No,5
C1728,unknown,9,may,123,1,no,No,4
C1729,unknown,9,may,92,2,no,Yes,1
C173,unknown,5,may,252,1,no,Yes,1
C1730,unknown,9,may,278,1,no,Yes,1
C1731,unknown,9,may,219,1,no,Yes,4
C1732,unknown,9,may,2462,1,no,Yes,4
C1733,unknown,9,may,249,3,no,No,3
C1734,unknown,9,may,210,1,no,No,3
C1735,unknown,9,may,484,1,no,Yes,1
C1736,unknown,9,may,187,1,no,Yes,5
C1737,unknown,9,may,172,1,no,Yes,4
C1738,unknown,9,may,79,4,no,Yes,4
C1739,unknown,9,may,207,1,no,Yes,5
C174,unknown,5,may,138,1,no,Yes,1
C1740,unknown,9,may,136,2,no,No,1
C1741,unknown,9,may,117,2,no,Yes,4
C1742,unknown,9,may,393,1,no,No,2
C1743,unknown,9,may,107,1,no,Yes,5
C1744,unknown,9,may,25,1,no,No,1
C1745,unknown,9,may,132,3,no,Yes,2
C1746,unknown,9,may,136,1,no,Yes,4
C1747,unknown,9,may,384,2,no,No,4
C1748,unknown,9,may,38,1,no,Yes,1
C1749,unknown,9,may,164,1,no,No,1
C175,unknown,5,may,130,1,no,Yes,5
C1750,unknown,9,may,825,1,no,No,5
C1751,unknown,9,may,331,1,no,No,3
C1752,unknown,9,may,479,2,no,Yes,5
C1753,unknown,9,may,229,2,no,Yes,4
C1754,unknown,9,may,258,2,no,No,4
C1755,unknown,9,may,490,1,no,No,4
C1756,unknown,9,may,308,1,no,Yes,2
C1757,unknown,9,may,137,1,no,Yes,3
C1758,unknown,9,may,545,2,no,Yes,2
C1759,unknown,9,may,109,1,no,No,1
C176,unknown,5,may,412,1,no,Yes,1
C1760,unknown,9,may,168,2,no,No,3
C1761,unknown,9,may,257,6,no,No,1
C1762,unknown,9,may,213,2,no,Yes,4
C1763,unknown,9,may,115,1,no,Yes,1
C1764,unknown,9,may,646,1,no,Yes,3
C1765,unknown,9,may,106,1,no,Yes,3
C1766,unknown,9,may,95,2,no,No,5
C1767,unknown,9,may,205,1,no,No,4
C1768,unknown,9,may,653,1,yes,No,2
C1769,unknown,9,may,122,1,no,Yes,3
C177,unknown,5,may,179,2,no,Yes,5
C1770,unknown,9,may,377,1,no,No,1
C1771,unknown,9,may,322,1,no,Yes,5
C1772,unknown,9,may,208,3,no,Yes,5
C1773,unknown,9,may,46,2,no,Yes,2
C1774,unknown,9,may,211,2,no,Yes,5
C1775,unknown,9,may,156,2,no,No,4
C1776,unknown,9,may,178,2,no,No,5
C1777,unknown,9,may,133,2,no,Yes,2
C1778,unknown,9,may,206,2,no,No,1
C1779,unknown,9,may,544,1,no,No,1
C178,unknown,5,may,19,2,no,Yes,4
C1780,unknown,9,may,143,1,no,Yes,2
C1781,unknown,9,may,471,2,no,Yes,2
C1782,unknown,9,may,200,3,no,Yes,5
C1783,unknown,9,may,324,2,no,No,3
C1784,unknown,9,may,71,1,no,Yes,5
C1785,unknown,9,may,164,5,no,Yes,4
C1786,unknown,9,may,137,3,no,Yes,3
C1787,unknown,9,may,91,2,no,Yes,5
C1788,unknown,9,may,280,1,no,Yes,5
C1789,unknown,9,may,230,2,no,Yes,4
C179,unknown,5,may,458,2,no,Yes,3
C1790,unknown,9,may,63,1,no,No,5
C1791,unknown,9,may,135,1,no,No,2
C1792,unknown,9,may,261,1,no,No,4
C1793,unknown,9,may,215,2,no,No,3
C1794,unknown,9,may,200,4,no,Yes,2
C1795,unknown,9,may,391,2,no,Yes,5
C1796,unknown,9,may,1028,2,yes,Yes,5
C1797,unknown,9,may,107,3,no,Yes,5
C1798,unknown,9,may,108,2,no,Yes,3
C1799,unknown,9,may,145,2,no,No,5
C18,unknown,5,may,38,1,no,No,4
C180,unknown,5,may,717,1,no,Yes,5
C1800,unknown,9,may,142,2,no,Yes,1
C1801,unknown,9,may,106,1,no,No,5
C1802,unknown,9,may,134,1,no,No,2
C1803,unknown,9,may,190,1,no,No,3
C1804,unknown,9,may,241,1,no,Yes,4
C1805,unknown,9,may,180,1,no,Yes,2
C1806,unknown,9,may,237,1,no,Yes,2
C1807,unknown,9,may,654,1,yes,Yes,5
C1808,unknown,9,may,189,1,no,No,2
C1809,unknown,9,may,70,1,no,No,2
C181,unknown,5,may,313,1,no,Yes,1
C1810,unknown,9,may,62,1,no,Yes,2
C1811,unknown,9,may,1087,2,no,Yes,3
C1812,unknown,9,may,323,1,no,No,3
C1813,unknown,9,may,111,2,no,No,2
C1814,unknown,9,may,197,4,no,Yes,1
C1815,unknown,9,may,224,3,no,Yes,5
C1816,unknown,9,may,557,1,no,Yes,1
C1817,unknown,9,may,150,2,no,Yes,3
C1818,unknown,9,may,388,2,no,Yes,5
C1819,unknown,9,may,89,1,no,Yes,4
C182,unknown,5,may,683,2,no,Yes,2
C1820,unknown,9,may,57,2,no,No,4
C1821,unknown,9,may,209,3,no,Yes,1
C1822,unknown,9,may,188,1,no,Yes,3
C1823,unknown,9,may,342,1,no,Yes,4
C1824,unknown,9,may,84,1,no,No,3
C1825,unknown,9,may,97,1,no,Yes,4
C1826,unknown,9,may,530,2,no,Yes,4
C1827,unknown,9,may,365,1,no,Yes,3
C1828,unknown,9,may,285,1,no,Yes,5
C1829,unknown,9,may,352,1,no,No,1
C183,unknown,5,may,1077,1,no,Yes,5
C1830,unknown,9,may,316,3,no,Yes,3
C1831,unknown,9,may,126,2,no,No,5
C1832,unknown,9,may,76,2,no,Yes,3
C1833,unknown,9,may,1692,2,yes,Yes,1
C1834,unknown,9,may,24,1,no,No,2
C1835,unknown,9,may,253,1,no,Yes,2
C1836,unknown,9,may,73,1,no,Yes,5
C1837,unknown,9,may,622,1,no,Yes,4
C1838,unknown,9,may,133,1,no,Yes,5
C1839,unknown,9,may,178,1,no,No,5
C184,unknown,5,may,416,1,no,Yes,3
C1840,unknown,9,may,404,2,no,Yes,2
C1841,unknown,9,may,275,1,no,No,2
C1842,unknown,9,may,109,1,no,Yes,2
C1843,unknown,9,may,134,1,no,Yes,2
C1844,unknown,9,may,407,2,no,No,2
C1845,unknown,9,may,225,1,no,No,4
C1846,unknown,9,may,86,2,no,No,4
C1847,unknown,9,may,20,1,no,Yes,4
C1848,unknown,9,may,247,1,no,No,5
C1849,unknown,9,may,129,3,no,Yes,1
C185,unknown,5,may,146,2,no,No,1
C1850,unknown,9,may,324,1,no,Yes,5
C1851,unknown,9,may,2016,2,yes,Yes,5
C1852,unknown,9,may,1054,2,no,Yes,3
C1853,unknown,9,may,256,5,no,No,2
C1854,unknown,9,may,163,2,no,No,3
C1855,unknown,9,may,251,2,no,Yes,2
C1856,unknown,9,may,113,4,no,Yes,2
C1857,unknown,9,may,193,2,no,Yes,3
C1858,unknown,9,may,125,3,no,No,1
C1859,unknown,9,may,344,2,no,Yes,1
C186,unknown,5,may,167,1,no,No,1
C1860,unknown,9,may,282,2,no,Yes,4
C1861,unknown,9,may,1170,1,no,No,2
C1862,unknown,9,may,408,2,no,Yes,2
C1863,unknown,9,may,128,2,no,Yes,3
C1864,unknown,9,may,665,2,yes,Yes,4
C1865,unknown,9,may,67,3,no,Yes,3
C1866,unknown,9,may,167,4,no,Yes,1
C1867,unknown,9,may,395,1,no,Yes,3
C1868,unknown,9,may,137,2,no,Yes,1
C1869,unknown,9,may,118,1,no,Yes,4
C187,unknown,5,may,315,1,no,Yes,4
C1870,unknown,9,may,231,2,no,Yes,4
C1871,unknown,9,may,128,1,no,Yes,3
C1872,unknown,9,may,174,1,no,Yes,5
C1873,unknown,9,may,195,1,no,No,4
C1874,unknown,9,may,412,1,no,No,5
C1875,unknown,9,may,127,1,no,No,2
C1876,unknown,9,may,13,1,no,No,1
C1877,unknown,9,may,61,1,no,Yes,2
C1878,unknown,9,may,286,5,no,Yes,3
C1879,unknown,9,may,76,1,no,Yes,2
C188,unknown,5,may,140,1,no,Yes,2
C1880,unknown,9,may,53,4,no,Yes,2
C1881,unknown,9,may,274,2,no,No,4
C1882,unknown,9,may,409,3,no,Yes,3
C1883,unknown,9,may,232,1,no,Yes,2
C1884,unknown,9,may,325,1,no,Yes,1
C1885,unknown,9,may,144,2,no,No,4
C1886,unknown,9,may,1713,1,no,Yes,4
C1887,unknown,9,may,241,2,no,No,2
C1888,unknown,9,may,103,2,no,Yes,5
C1889,unknown,9,may,338,3,no,Yes,5
C189,unknown,5,may,346,1,no,Yes,3
C1890,unknown,9,may,182,1,no,No,4
C1891,unknown,9,may,346,3,no,Yes,3
C1892,unknown,9,may,204,2,no,Yes,5
C1893,unknown,9,may,296,2,no,No,1
C1894,unknown,9,may,551,2,no,Yes,2
C1895,unknown,9,may,663,3,no,Yes,2
C1896,unknown,9,may,338,4,no,Yes,3
C1897,unknown,9,may,153,1,no,Yes,2
C1898,unknown,9,may,188,2,no,Yes,3
C1899,unknown,9,may,305,2,no,Yes,4
C19,unknown,5,may,219,1,no,No,5
C190,unknown,5,may,562,1,no,Yes,5
C1900,unknown,9,may,1080,5,no,Yes,5
C1901,unknown,9,may,1461,2,no,Yes,2
C1902,unknown,9,may,116,1,no,Yes,5
C1903,unknown,9,may,129,2,no,Yes,2
C1904,unknown,9,may,98,3,no,No,5
C1905,unknown,9,may,262,1,no,Yes,4
C1906,unknown,9,may,147,7,no,No,5
C1907,unknown,9,may,150,1,no,No,1
C1908,unknown,9,may,282,2,no,Yes,3
C1909,unknown,9,may,332,2,no,No,4
C191,unknown,5,may,172,1,no,No,4
C1910,unknown,9,may,88,4,no,Yes,3
C1911,unknown,9,may,94,1,no,No,5
C1912,unknown,9,may,455,1,no,No,5
C1913,unknown,9,may,49,1,no,Yes,5
C1914,unknown,9,may,181,1,no,Yes,4
C1915,unknown,9,may,345,9,no,Yes,5
C1916,unknown,9,may,154,3,no,Yes,1
C1917,unknown,9,may,294,2,no,Yes,4
C1918,unknown,9,may,750,7,no,Yes,4
C1919,unknown,9,may,202,2,no,Yes,5
C192,unknown,5,may,217,1,no,Yes,1
C1920,unknown,9,may,81,6,no,Yes,5
C1921,unknown,9,may,214,2,no,Yes,2
C1922,unknown,9,may,128,1,no,Yes,5
C1923,unknown,9,may,70,1,no,Yes,5
C1924,unknown,9,may,106,1,no,Yes,1
C1925,unknown,9,may,279,1,no,No,2
C1926,unknown,9,may,400,2,no,No,5
C1927,unknown,9,may,231,2,no,Yes,5
C1928,unknown,9,may,175,2,no,Yes,1
C1929,unknown,9,may,179,2,no,No,1
C193,unknown,5,may,142,2,no,Yes,2
C1930,unknown,9,may,107,4,no,No,4
C1931,unknown,9,may,94,3,no,Yes,3
C1932,unknown,9,may,142,2,no,No,3
C1933,unknown,9,may,119,2,no,No,5
C1934,unknown,9,may,180,3,no,Yes,3
C1935,unknown,9,may,136,2,no,Yes,1
C1936,unknown,9,may,44,3,no,Yes,2
C1937,unknown,9,may,229,5,no,Yes,5
C1938,unknown,9,may,184,2,no,No,1
C1939,unknown,9,may,73,4,no,No,2
C194,unknown,5,may,67,1,no,Yes,4
C1940,unknown,9,may,330,4,no,Yes,1
C1941,unknown,9,may,126,2,no,Yes,2
C1942,unknown,9,may,83,4,no,Yes,3
C1943,unknown,9,may,25,6,no,Yes,5
C1944,unknown,9,may,26,2,no,No,5
C1945,unknown,9,may,169,2,no,Yes,3
C1946,unknown,9,may,179,2,no,No,1
C1947,unknown,9,may,280,1,no,No,1
C1948,unknown,9,may,61,4,no,No,5
C1949,unknown,9,may,124,2,no,Yes,1
C195,unknown,5,may,291,1,no,No,2
C1950,unknown,9,may,89,2,no,Yes,5
C1951,unknown,9,may,210,3,no,Yes,5
C1952,unknown,9,may,393,2,no,No,2
C1953,unknown,9,may,1178,4,no,No,4
C1954,unknown,9,may,161,2,no,Yes,4
C1955,unknown,9,may,515,4,no,Yes,2
C1956,unknown,9,may,177,2,no,Yes,4
C1957,unknown,9,may,178,2,no,No,2
C1958,unknown,9,may,185,2,no,Yes,2
C1959,unknown,9,may,218,2,no,No,5
C196,unknown,5,may,309,2,no,Yes,3
C1960,unknown,9,may,191,2,no,Yes,3
C1961,unknown,9,may,245,4,no,Yes,4
C1962,unknown,9,may,255,2,no,Yes,3
C1963,unknown,9,may,488,2,no,Yes,5
C1964,unknown,9,may,211,2,no,Yes,4
C1965,unknown,9,may,226,2,no,No,5
C1966,unknown,9,may,179,2,no,No,3
C1967,unknown,9,may,460,2,no,No,1
C1968,unknown,9,may,432,2,no,Yes,4
C1969,unknown,9,may,176,2,no,No,4
C197,unknown,5,may,248,1,no,No,4
C1970,unknown,9,may,162,2,no,No,3
C1971,unknown,9,may,192,2,no,Yes,4
C1972,unknown,9,may,237,3,no,No,5
C1973,unknown,9,may,134,3,no,Yes,4
C1974,unknown,9,may,44,2,no,No,4
C1975,unknown,9,may,47,5,no,Yes,4
C1976,unknown,9,may,752,3,no,No,2
C1977,unknown,9,may,116,3,no,No,3
C1978,unknown,9,may,182,3,no,Yes,4
C1979,unknown,9,may,122,2,no,No,2
C198,unknown,5,may,98,1,no,No,1
C1980,unknown,9,may,51,3,no,Yes,2
C1981,unknown,9,may,260,4,no,No,3
C1982,unknown,9,may,214,2,no,No,2
C1983,unknown,9,may,407,4,no,No,2
C1984,unknown,9,may,389,2,no,No,5
C1985,unknown,9,may,31,3,no,No,3
C1986,unknown,9,may,115,2,no,No,5
C1987,unknown,9,may,878,3,no,No,3
C1988,unknown,9,may,277,3,no,No,4
C1989,unknown,9,may,117,2,no,No,3
C199,unknown,5,may,256,1,no,Yes,1
C1990,unknown,9,may,262,2,no,Yes,1
C1991,unknown,9,may,244,4,no,No,4
C1992,unknown,9,may,119,2,no,Yes,4
C1993,unknown,9,may,162,2,no,Yes,1
C1994,unknown,9,may,185,2,no,No,1
C1995,unknown,9,may,317,2,no,No,5
C1996,unknown,9,may,214,3,no,Yes,1
C1997,unknown,9,may,71,3,no,Yes,5
C1998,unknown,9,may,43,2,no,Yes,1
C1999,unknown,9,may,298,2,no,No,5
C20,unknown,5,may,54,1,no,No,4
C200,unknown,5,may,82,2,no,Yes,3
C2000,unknown,9,may,167,1,no,No,1
C2001,unknown,9,may,86,4,no,No,2
C2002,unknown,9,may,255,2,no,Yes,4
C2003,unknown,9,may,83,3,no,Yes,4
C2004,unknown,9,may,257,1,no,Yes,5
C2005,unknown,9,may,194,3,no,Yes,1
C2006,unknown,9,may,268,3,no,Yes,4
C2007,unknown,9,may,176,2,no,No,1
C2008,unknown,9,may,97,1,no,Yes,4
C2009,unknown,9,may,263,5,no,Yes,2
C201,unknown,5,may,577,1,no,Yes,3
C2010,unknown,9,may,338,4,no,Yes,3
C2011,unknown,9,may,180,2,no,Yes,1
C2012,unknown,9,may,322,5,no,Yes,2
C2013,unknown,9,may,64,4,no,Yes,4
C2014,unknown,9,may,71,4,no,Yes,5
C2015,unknown,9,may,166,3,no,Yes,4
C2016,unknown,9,may,210,3,no,No,4
C2017,unknown,9,may,77,2,no,No,1
C2018,unknown,9,may,328,7,no,Yes,4
C2019,unknown,9,may,164,8,no,Yes,2
C202,unknown,5,may,286,1,no,Yes,3
C2020,unknown,9,may,154,2,no,Yes,2
C2021,unknown,9,may,84,4,no,Yes,2
C2022,unknown,9,may,153,4,no,No,1
C2023,unknown,9,may,155,3,no,No,3
C2024,unknown,9,may,111,2,no,Yes,3
C2025,unknown,9,may,91,3,no,Yes,5
C2026,unknown,9,may,257,3,no,Yes,3
C2027,unknown,9,may,213,4,no,No,4
C2028,unknown,9,may,173,2,no,Yes,2
C2029,unknown,9,may,315,4,no,No,1
C203,unknown,5,may,477,1,no,Yes,2
C2030,unknown,9,may,190,3,no,No,3
C2031,unknown,9,may,102,3,no,Yes,1
C2032,unknown,9,may,35,3,no,No,1
C2033,unknown,9,may,83,3,no,Yes,4
C2034,unknown,9,may,834,9,no,Yes,2
C2035,unknown,9,may,244,5,no,Yes,1
C2036,unknown,9,may,143,3,no,No,5
C2037,unknown,9,may,1534,2,no,Yes,3
C2038,unknown,9,may,291,4,no,No,1
C2039,unknown,12,may,163,2,no,No,5
C204,unknown,5,may,611,2,no,Yes,3
C2040,unknown,12,may,149,6,no,Yes,3
C2041,unknown,12,may,33,4,no,Yes,2
C2042,unknown,12,may,144,6,no,Yes,3
C2043,unknown,12,may,40,3,no,Yes,3
C2044,unknown,12,may,79,6,no,Yes,5
C2045,unknown,12,may,112,2,no,Yes,5
C2046,unknown,12,may,147,5,no,No,5
C2047,unknown,12,may,836,4,no,Yes,4
C2048,unknown,12,may,290,5,no,No,2
C2049,unknown,12,may,148,2,no,Yes,3
C205,unknown,5,may,471,1,no,Yes,3
C2050,unknown,12,may,289,5,no,No,4
C2051,unknown,12,may,345,2,no,No,3
C2052,unknown,12,may,1002,5,no,No,5
C2053,unknown,12,may,181,4,no,Yes,1
C2054,unknown,12,may,460,5,yes,Yes,5
C2055,unknown,12,may,129,2,no,No,3
C2056,unknown,12,may,76,2,no,No,1
C2057,unknown,12,may,111,2,no,No,3
C2058,unknown,12,may,104,2,no,No,3
C2059,unknown,12,may,221,2,no,Yes,1
C206,unknown,5,may,381,2,no,Yes,3
C2060,unknown,12,may,150,7,no,No,5
C2061,unknown,12,may,399,3,no,Yes,3
C2062,unknown,12,may,115,4,no,Yes,2
C2063,unknown,12,may,149,5,no,Yes,2
C2064,unknown,12,may,92,4,no,Yes,1
C2065,unknown,12,may,111,2,no,Yes,1
C2066,unknown,12,may,128,2,no,Yes,3
C2067,unknown,12,may,192,2,no,Yes,3
C2068,unknown,12,may,88,5,no,No,1
